1000000, 20, 0.465688, 0.0758176, 0.00825346,
1000000, 21, 0.465688, 0.0151358, 0.0175922,
1000000, 22, 0.465688, 0.0144661, 0.0177279,
1000000, 23, 0.465688, 0.014193, 0.0179735,
1000000, 24, 0.465688, 0.0146805, 0.017872,
10000000, 1, 4.72102, 1.35272, 1.35261,
10000000, 2, 4.72102, 0.855007, 0.875928,
10000000, 3, 4.72102, 0.610576, 0.610867,
10000000, 4, 4.72102, 0.593209, 0.633483,
10000000, 5, 4.72102, 0.575069, 0.477161,
10000000, 6, 4.72102, 0.591611, 0.592253,
10000000, 7, 4.72102, 0.632543, 0.632974,
10000000, 8, 4.72102, 0.51167, 0.445827,
10000000, 9, 4.72102, 0.521426, 0.52158,
10000000, 10, 4.72102, 0.558358, 0.558544,
10000000, 11, 4.72102, 0.580233, 0.580653,
10000000, 12, 4.72102, 0.537078, 0.470042,
10000000, 13, 4.72102, 0.515102, 0.515691,
10000000, 14, 4.72102, 0.538919, 0.539391,
10000000, 15, 4.72102, 0.559329, 0.559886,
10000000, 16, 4.72102, 0.532175, 0.459085,
10000000, 17, 4.72102, 0.502452, 0.477096,
10000000, 18, 4.72102, 0.502507, 0.497074,
10000000, 19, 4.72102, 0.518683, 0.513325,
10000000, 20, 4.72102, 0.535714, 0.566094,
10000000, 21, 4.72102, 0.546793, 0.549488,
10000000, 22, 4.72102, 0.551833, 0.563423,
10000000, 23, 4.72102, 0.546649, 0.583151,
10000000, 24, 4.72102, 0.581685, 0.568092,
100000000, 1, 47.2024, 13.5241, 13.5233,
100000000, 2, 47.2024, 8.75577, 8.75573,
100000000, 3, 47.2024, 6.08333, 6.08359,
100000000, 4, 47.2024, 6.34222, 6.38203,
100000000, 5, 47.2024, 5.58926, 5.25976,
100000000, 6, 47.2024, 5.85681, 5.85751,
100000000, 7, 47.2024, 5.4114, 5.18281,
100000000, 8, 47.2024, 4.71296, 4.71243,
100000000, 9, 47.2024, 4.35761, 4.35453,
100000000, 10, 47.2024, 4.08361, 4.08056,
100000000, 11, 47.2024, 4.41678, 4.4934,
100000000, 12, 47.2024, 4.87447, 4.87376,
100000000, 13, 47.2024, 5.15156, 5.1512,
100000000, 14, 47.2024, 5.3859, 5.38781,
100000000, 15, 47.2024, 5.58466, 5.58325,
100000000, 16, 47.2024, 4.49253, 4.43697,
100000000, 17, 47.2024, 4.65265, 4.65724,
100000000, 18, 47.2024, 4.85492, 4.81691,
100000000, 19, 47.2024, 5.03983, 4.80482,
100000000, 20, 47.2024, 5.20681, 5.22388,
100000000, 21, 47.2024, 4.86451, 4.81137,
100000000, 22, 47.2024, 4.69352, 4.67403,
100000000, 23, 47.2024, 4.6189, 4.57852,
100000000, 24, 47.2024, 4.47027, 4.54446,
1000000000, 1, 471.884, 134.524, 134.521,
1000000000, 2, 471.884, 87.9371, 87.9532,
1000000000, 3, 471.884, 61.1254, 61.1335,
1000000000, 4, 471.884, 57.7517, 57.8314,
1000000000, 5, 471.884, 48.5824, 48.587,
1000000000, 6, 471.884, 48.1283, 47.8128,
1000000000, 7, 471.884, 44.6365, 44.9069,
1000000000, 8, 471.884, 43.7225, 43.9761,
1000000000, 9, 471.884, 43.0682, 42.7519,
1000000000, 10, 471.884, 41.1955, 41.4774,
1000000000, 11, 471.884, 43.1486, 43.0936,
1000000000, 12, 471.884, 42.0883, 41.9966,
1000000000, 13, 471.884, 40.8848, 40.9236,
1000000000, 14, 471.884, 40.4183, 40.8085,
1000000000, 15, 471.884, 41.3947, 41.6468,
1000000000, 16, 471.884, 43.193, 43.4445,
1000000000, 17, 471.884, 44.4719, 44.6848,
1000000000, 18, 471.884, 44.9045, 45.4012,
1000000000, 19, 471.884, 46.2877, 46.5717,
1000000000, 20, 472.179, 47.8761, 48.195,
1000000000, 21, 472.179, 45.9282, 45.6636,
1000000000, 22, 472.179, 44.6254, 44.3238,
1000000000, 23, 472.179, 43.4097, 43.5007,
1000000000, 24, 472.179, 42.7376, 42.7979,
